Time,Time Code,Country Name,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
2000,YR2000,Cuba,CUB,11126430,0.3760286452,109890,,29128253985,2620,,,,76.699,1.603,52.9062,73.3,99.9,8.5,3.4,94,95.54506,82.75083,0.9885,0.1,24350,,1144.784715,2.344271343,1137.921148,30565400000,5.914760174,1.741163443,6.601255014,25.53508215,14.13002938,16.9459585,12.50335347,,,,,0.058743011,,21.32803758,100,,,,,,4.050715279,2747.098575,,,1,35.07925761,134.05,88.595,990,67,652,,,1.835220073
2000,YR2000,Curacao,CUW,133860,-4.075386132,444,,,,,,,,,41.2672,,,,,,,,,,,,15720.11056,,7291.199761,,,,0.5474357124,14.78992193,,,,,,,,,,,,,,,,,,,,,,,177.205,82.76,,,,,,0.9611878287
2000,YR2000,Cyprus,CYP,943290,1.844985508,9250,,9843307466,14180,13508171472,19460,,78.009,1.716,9.5572,,97.9,6.6,,86,97.6595,93.37214,1.01198,,1716.100006,,2265.407245,7.347295105,3373.299834,9985843544,5.965317744,2.743399648,3.647293341,17.68611172,69.96285033,67.53207651,20.57917995,53.56584484,,,2.822090151,31.47693195,,48.03800479,100,,,,48199808.13,854874285.7,,14388.3467,-682782317.3,,,40.73143941,90.721,47.408,72,2,45,,,0
2000,YR2000,Czech Republic,CZE,10255063,-0.2804141081,78870,,64915434783,6330,163000344163,15890,,74.96829268,1.15,13.4416,,99.9,5.5,,97,99.34734,88.31745,1.01072,0.1,26370,,3988.038494,12.07688904,5703.816739,61649492817,4.266741357,1.76630394,3.115248301,33.87494205,48.19229106,50.04082974,31.40788428,30.7750338,,15.80898651,1.877356956,42.23784093,,99.05677599,100,,,,602866677.9,4987079129,,6011.61522,-4944400745,3.775388292,38,44.55048967,172.623,76.137,397,6,238,4384,555,0
2000,YR2000,Denmark,DNK,5339616,0.3342336188,43090,,173981941351,32580,149560708541,28010,,76.59268293,1.77,7.1736,,98.8,5.5,,99,100.14678,126.98766,1.02386,0.1,5855,,3489.614796,9.613175554,6482.488628,164158739098,3.746862615,3.017974269,2.151853226,23.65270962,44.84730129,38.13668044,22.35152827,38.47747182,,68.11616647,1.457444051,62.97378451,,58.99716368,100,,,,661957528.9,36013297907,,30743.54768,-7632079642,2.903282032,43,46.51241496,125.917,78.859,300,5,229,140,1730,0
2000,YR2000,Djibouti,DJI,717584,2.484539383,23200,,,,,,,57.022,4.484,33.099,,,101.3,,50,26.69269,14.04512,0.71502,2.2,55.99999905,,,0.4752488907,,551230861.9,,,,,,,,,,,5.069101191,0.032051997,,43.35751434,100,297640325.2,,,1761187.479,3286049.482,100.6711409,768.1760767,-3286049.482,,0,37.66610857,346.256,292.488,1777,110,992,,,18.93825001
2000,YR2000,Dominica,DMA,69650,-0.2652616532,750,,293844902.8,4220,401854626.1,5770,,,,,,100,14.8,,99,119.42724,111.51306,1.06045,,473.3000183,23.40745735,,1.474170854,,333468888.9,2.339507407,-1.782406959,11.90473652,15.86032791,43.33571014,54.90100692,,,,,,1.722900215,,60.57536602,100,183329449.5,3.745845735,,11111.11111,17596296.3,219.3826274,4787.780171,-17596296.3,0.8569468054,,,183,105,16,,14,,,17.20828044
2000,YR2000,Dominican Republic,DOM,8471321,1.522967473,48670,32.1,22729327262,2680,53481190272,6310,3.7,69.429,2.839,107.8534,64.7,97.6,40.9,3.5,85,78.81883,60.05714,1.04057,1.7,14860,7.070862181,852.25008,2.336211672,1327.774027,24305116729,4.66176228,7.207762797,6.718342047,31.67042451,35.49782514,43.80256795,27.8926622,13.80254012,,,1.030096472,8.327284493,,62.60410172,100,4617977128,2.275009034,,19300000,989000000,6.632967869,2869.105861,-952900000,7.724135662,0,34.0450489,231.02,142.882,6914,170,4950,,,5.169697767
2000,YR2000,Ecuador,ECU,12681123,1.902742082,256370,,19661165958,1550,69280703994,5460,3,72.761,3.102,84.1908,,,29,,99,97.24127,57.70923,1.00575,0.4,137289.1992,4.959898564,695.1847246,1.633810349,634.8806805,18327764882,1.091798885,-7.714064317,15.40454427,33.61759449,32.12753529,27.33716401,21.27872101,,,4.075783407,1.452075953,3.802604864,,47.18524084,100,17175420123,18.36287889,,6000000,-23439367.91,11.60859334,1445.279324,23439367.91,96.09411369,1,38.29827181,200.974,115.08,7806,390,4568,541,10,14.27826955
2000,YR2000,"Egypt, Arab Rep.",EGY,68831561,1.930382623,1001450,,97432762039,1420,412961924858,6000,,68.602,3.34,55.6848,56.1,60.9,46.8,,98,91.26548,81.98578,0.93284,0.1,590,2.390901441,589.6677834,2.053217709,976.9646224,99838543960,6.370003833,3.944406991,15.53807704,30.7518671,16.20111732,22.81681858,19.55307263,,,,2.55126514,1.975692517,,19.88610732,100,29232716501,1.835948554,,32000000,1235000000,19.9157186,1450.476242,-1184000000,2.683805353,0,21.68698195,216.858,134.99,65995,1100,40193,1081,534,1.660300892
2000,YR2000,El Salvador,SLV,5887936,0.7345264531,21040,,11209713646,1900,25731066474,4370,3.2,68.875,3.022,91.262,,,32.9,,97,91.04666,58.32695,0.95002,0.6,3320,11.40652058,673.7734581,0.9753030604,614.9863042,11784927700,1.12605705,3.274520865,7.172784777,26.31714745,26.82727023,41.88281868,17.66906046,15.54197061,,,0.8403310381,12.62968891,,66.93295199,100,4535064825,3.274278298,,19200000,173400000,30.56079414,2001.538009,-178400000,2.271287568,0,39.45552776,305.489,134.766,4019,110,2170,,,10.16995077
2000,YR2000,Equatorial Guinea,GNQ,606181,4.110344072,28050,,466800820.7,770,3408755736,5620,,53.279,5.834,183.0362,10.1,64.6,156.8,15.7,51,45.02633,23.48837,0.72895,3.5,17430,193.6282839,,0.7501191888,,1045998496,18.21377996,64.7350223,,,,,,,,,,0.824836146,,147.9925645,100,,,,,154499589.9,35.08852966,1725.554738,,4.802288869,0,40.34849759,356.69,309.757,2603,110,1114,,,10.67990348
2000,YR2000,Eritrea,ERI,2292416,2.428957109,117600,,696072845.2,300,4536444377,1980,,55.273,5.321,88.595,,,85.5,,76,48.50745,34.55468,0.78421,1.5,15760,4.691185323,308.7969199,0.2655373196,75.030012,706370815.6,-3.141985774,24.97759459,12.59042177,19.16068042,9.670620594,58.21074133,21.99675676,,,,32.65567119,0,,71.91690098,100,329696750.6,0.648014311,,1309557.56,27870106.71,77.65606242,308.1337836,-27875536.94,,0,45.82099106,404.025,336.885,4235,990,2053,,,82.7289443
2000,YR2000,Estonia,EST,1396985,0.4837071617,45230,,5799700602,4150,12666789519,9070,,70.41707317,1.36,26.2586,,99.7,10.9,,93,95.66775,93.82781,1.02329,0.4,22430,,3374.70839,10.63625164,4540.492561,5685774809,10.56807495,3.760529129,4.323051086,24.83882485,61.63612381,64.87740739,28.84351217,33.58899343,,,1.376327115,39.81096581,,156.2144175,100,,,,3038226.4,416214286.8,,4070.032827,-323884848,4.018489525,1,48.55417129,308.009,118.066,110,4,67,791,13,0
2000,YR2000,Ethiopia,ETH,66224804,2.882672549,1104300,,8282808160,130,32495282529,490,,51.941,6.543,110.6438,8.1,5.6,141.8,42,36,22.31556,13.53887,0.65727,2.4,137050,,478.4932546,0.05360009824,22.75582424,8242392104,6.07321748,9.464718955,44.66601795,11.41046712,,,0,,,,7.613843906,0.026813216,,21.18317083,100,5516263792,1.693365137,,12556900.75,134640000,10.3858367,124.4608003,,0.6624581093,0,44.84485607,408.87,365.537,249274,30000,140688,9,3,79.05292156
2000,YR2000,Faroe Islands,FRO,46735,0.6418328159,1396.000061,,,,,,,78.43414634,2.6,,,,,,,,,,,0.7999999821,,,14.7511715,,1058702725,,,18.1569599,17.56567262,49.83523418,57.72880247,29.77236608,,,,,36.31325559,,95.11640764,100,,,,5740000,,,22653.31605,,,,,,,,,,,,
2000,YR2000,Fiji,FJI,811006,0.5815849978,18270,,1812796976,2240,4393254619,5420,,65.687,3.09,42.88,44,99,22.7,,81,95.01059,78.35098,1.03109,,9804.400024,32.91626661,,1.039955315,,1684109743,-1.69999854,-4.666525486,14.93529897,19.51907445,,,,,,,1.902479248,6.78872906,,84.02065278,100,121627935.4,1.415063822,,2219278.634,591375.1146,36.21428202,2076.568784,1714839.27,1.0921646,,31.72858339,264.141,174.547,385,10,181,,,0.6289692403
2000,YR2000,Finland,FIN,5176209,0.2076065154,338150,,136751012171,26420,137615639231,26590,,77.46585366,1.73,10.1402,,98.4,4.3,,96,96.20359,124.57893,1.04842,0.1,224450,,6262.192079,10.12847414,15305.40981,125539893127,5.634847452,1.630493317,2.95755939,31.62973998,42.08687739,32.907435,23.89385077,40.13694307,,233.8972837,1.241147504,71.87081844,,64.15888846,100,,,,99717315.41,13499419748,,24253.25042,14772767439,3.042100807,27,47.57642304,144.431,63.322,203,3,142,324,2579,0
2000,YR2000,France,FRA,60912500,0.6849292538,549086.9922,,1520722090882,24970,1614576023392,26510,,79.05609756,1.89,7.6438,81.8,,5.4,,84,92.93037,105.59022,0.99611,0.2,152890,,4135.477644,5.946665463,7224.526985,1362248940483,3.923669206,1.553290274,2.098357551,21.29393981,28.59497425,27.26627147,22.48805446,42.80721095,,106.1945491,2.482238086,49.22869227,,48.93019038,100,,,,5120725879,41382267637,,22364.02939,132183860805,1.675959887,70,45.6098769,138.639,60.936,3331,73,2067,3483,13870,0
2000,YR2000,French Polynesia,PYF,240686,1.872537189,4000,,3794350985,15760,,,,72.303,2.463,47.4068,,99,,,,,,,,1050,,,2.36152082,,3447543138,4.000000343,0.9615340507,4.705882321,,4.896582905,24.22879547,,,,,,16.57761565,,34.57534692,100,,,,,2000000,,14323.82082,,,,39.60526316,196.642,114.067,,,,,,1.516327778
2000,YR2000,Gabon,GAB,1228360,2.414870179,267670,,3800818497,3090,14743976923,12000,,58.264,4.533,138.5048,32.7,85.5,84.7,8.8,55,,,,4.1,220000,103.7453093,1197.22964,3.821159921,880.0351688,5067865321,-1.882966398,28.0893436,6.213624522,56.2551965,69.03217671,32.66975223,21.90205643,,,,1.801452248,9.769123058,,70.00975313,100,3923224805,8.216338431,,77579832.34,278061232,9.64700902,4125.716664,67957320.68,0.5049200258,0,38.80534909,323.79,307.082,2195,160,1179,,,1.713969486
2000,YR2000,"Gambia, The",GMB,1317703,3.127234728,11300,,821354093.5,620,1460305031,1110,,55.956,5.879,123.7992,9.5,51.6,114.8,15.4,89,66.12758,,,1.4,4610,7.215507946,,0.1864524859,,782915402.4,5.500000033,2.21698279,24.53228447,14.82267336,25.79867432,30.56114557,4.562497397,,,,0.4245071896,0.424981957,,25.92872734,100,490095321.7,2.902297671,,,43520000,37.67161492,594.151643,,0.8449695668,0,41.14822885,326.356,275.087,3434,530,2258,,,5.724386113
2000,YR2000,Georgia,GEO,4077131,-1.944629157,69700,,3298116884,810,11883232471,2910,5.4,69.902,1.608,53.2282,,95.5,36.8,,73,118.08933,87.20838,1.02469,0.1,27606.00098,,703.7218083,1.11256641,1574.391404,3057424694,1.838341768,4.680421508,20.60069502,20.99950356,22.99484693,39.66758564,26.58175575,10.35743836,,,0.6155821719,4.464297381,,33.75389758,100,1825515849,3.967556959,,21019632.39,131466678.3,42.17426421,749.8961143,-128067895.3,,0,46.25595247,241.551,101.49,1750,17,1233,186,232,1.379039631
2000,YR2000,Germany,DEU,82211508,0.1354316004,357030,,2154663483622,26210,2229306920614,27120,8.8,77.92682927,1.38,12.6676,,98.6,5.4,,92,104.34692,99.93066,0.9825,0.1,113540,,4094.06036,10.09563988,6635.421406,1949953934034,2.962045368,-0.4497878839,0.9531864227,27.88030125,30.82953772,30.56045888,23.92325937,29.71972331,,65.14221428,1.443623375,59.21557459,,53.79650163,100,,,,8663452861,247986590495,,23718.7467,-149816685276,1.440268187,68,43.74451048,125.456,63.354,3300,53,2073,10406,51736,0
2000,YR2000,Ghana,GHA,19278856,2.449490386,238540,,6465615373,340,33041124698,1710,,57.002,4.826,83.9638,,,99.5,,90,69.08267,35.1286,0.89591,2.4,89090,18.69258785,325.5569729,0.3262073745,326.1604319,4983024408,3.70000004,27.23011389,35.27152196,25.40392229,48.80225762,67.24617254,23.9986005,,,10.03406684,0.6272790061,0.674547286,,93.19641285,100,6743341663,9.669044395,,6089512.907,165900000,31.15589431,258.4709595,-165900000,25.19321937,0,48.65947885,319.064,279.94,43471,3300,24910,,,21.85792241
2000,YR2000,Gibraltar,GIB,31077,1.77909442,10,,,,,,,,,,,,,,,,92.45757,0.98808,,0,,4113.942787,10.73774817,3893.554719,,,,,,,,,,,,,17.8846092,,,100,,,,,,,,,,,,,,,,,,,0
2000,YR2000,Greece,GRC,10805808,0.4090418382,131960,,144083261368,13330,212362791184,19650,,77.88780488,1.25,11.0336,,,6.4,,89,,87.81149,1.03004,,36010,,2506.639948,8.47843382,4586.32987,130133845771,3.919770772,1.592670443,5.435248174,18.74760216,23.71838091,34.69729663,25.82568675,41.46841028,,,3.46535532,53.53137816,,34.75729141,100,,,,545099711.9,-8195469.288,,12042.95373,1016664829,3.15118063,,38.75472826,115.019,49.299,591,4,423,34,306,1.123148374
2000,YR2000,Greenland,GRL,56200,0.1780944371,410450,,1140090032,20290,,,,66.96341463,2.329,,,,,,,,,,,2.199999988,,,9.461120996,,1068030830,7.101596882,2.110093215,,,,,,,,,,26.90520694,,59.73610332,100,,,,,,,19004.10729,,,,,273.8119942,185.5680655,,,,,,0
2000,YR2000,Grenada,GRD,102833,0.3907149394,340,,473787968.8,4610,729811265.2,7100,,72.648,2.582,55.2782,,100,15.6,,92,,,,,169.8999977,,,1.854307469,,520044370.4,4.887952137,2.863029772,5.164160494,17.90951883,45.32832597,59.63693411,,,,,,4.181537055,,55.18759867,100,199420878.4,2.98761776,,1214814.815,37407407.41,164.0523956,5057.173965,-37407407.41,2.181818182,,,228.112,130.861,25,1,14,,,1.873059361
2000,YR2000,Guam,GUM,155329,0.8898087046,540,,,,,,,75.011,2.824,62.3426,,,,,,,,,,250,,,,,,,,,,,,,,,,,17.51121812,,,100,,,,,,,,,,,40.53791875,119.834,75.054,,,,,,0
2000,YR2000,Guatemala,GTM,11650743,2.287977379,108890,56,19403789170,1670,55670407578,4780,3.5,67.849,4.598,111.514,,,51.7,19.6,86,55.51237,30.38552,0.89701,0.7,42080,,604.3157934,0.8510674384,330.4510279,19288827159,3.608868745,6.83011464,22.82114793,19.79111628,20.1950344,28.95055351,17.83538743,10.15445641,,,0.9184016347,7.354303498,,40.863034,100,3948027446,2.076753636,,55600000,-788600000,22.68954006,1655.58773,-229900000,5.977577347,0,34.4890936,265.375,150.259,16617,660,8729,250,54,14.06136503
2000,YR2000,Guinea,GIN,8240730,2.282782176,245860,,3325081120,400,9714681942,1180,,51.203,6.082,168.9176,,,166.2,,42,31.67451,,,1.7,69040,,,0.1993532126,,2995360969,2.503060561,6.30012396,20.98183124,31.38226258,24.52387304,28.95784597,20.47278961,,,,1.534637514,0.511022689,,42.66597626,100,3091805661,5.370479319,,26910849.5,9942000,18.61606921,363.482479,-9942000,,0,52.27266267,333.199,316.336,35799,3700,16925,,,27.54051807
2000,YR2000,Guinea-Bissau,GNB,1201301,2.032501418,36130,,251677725,210,1303568155,1090,,50.368,5.82,130.187,7.6,31.8,174.8,21.9,71,28.31343,18.0878,0.64464,3.2,21200,3.774279797,,0.1221009555,,370173838.7,5.426987367,80.89967647,41.72867143,14.10938893,21.75585741,33.1174935,11.74094754,,,,2.628030362,0,,32.68734507,100,948834343.1,1.462655225,,4842971.802,702270.8631,67.48516816,308.1441193,,8.636320949,0,47.18576309,319.104,289.638,5193,610,2752,,,36.16267183
2000,YR2000,Guyana,GUY,746715,-0.395485914,214970,,662571887.1,890,2574022869,3450,,65.242,3.017,97.1796,37.3,82.9,46.6,11.9,86,107.87935,,,0.6,166220,1.094543832,,2.15586,,712667896.7,-1.363803907,6.586043731,29.9832313,20.00122998,96.07997321,110.6873973,23.77598249,,,,1.765977248,5.334029717,,150.2803767,100,1374473167,10.4659295,,27400000,67100000,155.253343,954.4041525,-67100000,6.14854333,0,31.35610808,282.177,179.176,720,44,518,,,1.307910417
2000,YR2000,Haiti,HTI,8463806,1.725004718,27750,,3995069221,470,11871793651,1400,,57.131,4.344,68.519,28.1,23.8,103.4,13.9,55,,,,3,1090,,237.5171406,0.1616047201,35.79949729,3953846311,0.8700592568,11.05615589,22.64124903,30.84587523,12.69528229,33.41453983,27.33694251,,,,,0.649825858,,34.24513483,100,1203393476,1.169342848,,11000000,13250000,24.57641397,467.1475588,-13250000,9.333221976,0,46.98363691,337.64,273.972,19674,1200,7975,,,37.06716223
2000,YR2000,Honduras,HND,6574509,2.734716347,112490,,6682209447,1020,16745044650,2550,,70.689,4.237,116.1338,,,37.1,,98,,,,1.1,63920,,454.9337449,0.7652471082,488.4014913,7103507989,7.291288159,7.993446741,14.37252354,29.3809339,53.972183,66.41998159,28.28843121,,,,0.7299290605,2.361712487,,103.2025305,100,5614356650,5.772573108,,9400000,349978000,68.41119238,1080.462129,-375159148.5,11.04803493,0,34.69424245,199.504,143.908,6703,190,3939,135,4,19.85731929
2000,YR2000,"Hong Kong SAR, China",HKG,6665000,0.8815940759,1100,,179502657761,26930,181863075151,27290,,80.87804878,1.032,4.3656,,,,,,,,,,,,2039.054164,6.067468267,5446.661665,171668164083,7.663485949,-3.394256757,0.08732703751,12.08238349,126.0314572,121.6225633,27.58240928,,,363.141147,,82.45649966,,242.7503097,100,,,,225384932.7,70495739306,,25756.66378,-511357032.1,-3.685503686,,41.60583038,89.865,44.431,,,,8244,51,0
2000,YR2000,Hungary,HUN,10210971,-0.2597649083,93030,,47675299041,4670,115476509620,11310,,71.24634146,1.32,22.8472,,99.5,10.2,,99,96.41895,96.13126,0.99887,0.1,19170,,2448.140338,5.467296695,3309.283711,47310623887,4.209179931,9.86470965,4.874384966,27.02638203,66.67745812,70.31291362,28.30316147,37.81573795,,,1.513100227,30.09908413,,127.5907926,100,,,,69612445.15,2747712560,,4633.312923,-2175043005,9.803610169,31,44.60480089,271.44,114.498,839,16,553,4127,810,0
2000,YR2000,Iceland,ISL,281205,1.369192833,103000,,8872346536,31550,8062152412,28670,,79.65365854,2.08,19.7576,,99.3,4,,91,99.7825,106.45706,1.02583,0.1,287.9999924,,11091.54887,7.693782116,26201.52558,9003639475,4.891593506,3.984288933,7.018158867,22.62738182,32.20449795,39.11114216,24.99279184,32.18366854,,,,76.62952199,,49.86872267,100,,,,23393861.65,155160734.1,,32018.06325,219394452.1,5.136471232,33,47.28457725,98.715,59.117,13,0,9,825,51,0
2000,YR2000,India,IND,1056575549,1.768125412,3287260,,467082167276,440,2254497994239,2130,,62.505,3.311,66.837,46.9,42.5,91.6,,56,71.48611,44.87198,0.80224,,653900,1.430795127,417.2875886,0.9766016864,393.6462474,468394948472,3.840991157,3.644970161,21.60898284,27.275027,12.997236,13.90368627,25.94689919,11.7034286,,,2.948929906,0.338555535,,20.04761159,100,101131491180,2.301935288,,486141918.9,3584217307,1.30934319,443.314204,-3074684332,4.00943591,,25.56056478,250.112,193.149,1837813,103000,1254264,6332,2206,72.62759649
2000,YR2000,Indonesia,IDN,211513823,1.379909528,1910930,,122450409459,580,912499951058,4310,9.6,65.772,2.512,50.3512,54.8,66.9,52.4,24.8,76,,55.07712,0.97027,0.1,994090,4.00188541,735.9134207,1.24539825,390.4236557,165021012078,4.920067747,20.44745685,15.67870444,41.96907464,40.97730847,30.45956744,22.24569693,,,16.24793089,0.6844837635,1.734793002,,66.05098262,,144048996550,10.83663923,,,-4550355286,7.864119595,780.190201,4550355286,3.68861916,0,38.18227833,213.77,167.739,187172,13000,105371,3733,157,32.50863076
2000,YR2000,"Iran, Islamic Rep.",IRN,65623405,1.261323234,1745150,,115265507043,1760,690556206758,10520,,70.176,2.067,37.3756,73.8,89.6,34.3,,99,90.7171,77.50985,0.93347,0.1,93256.60156,,1874.671453,5.672323312,1546.506159,109591707802,5.8580666,24.91446237,9.068419327,40.30591016,21.46705757,19.7901899,35.10053349,21.62898407,,24.35007222,2.295042222,1.46684708,,38.90531579,100,8800053479,2.722110277,,,193575000,1.979019528,1670.00947,-39000000,14.47675132,0,15.50694787,177.077,126.129,32844,560,22065,206,410,0.6883899275
2000,YR2000,Iraq,IRQ,23497585,3.004659173,438320,,,,226902159991,9660,,69.082,4.94,63.8182,43.5,65.2,44.3,12.9,86,56.27178,37.78888,0.77142,,8180,1.539583645,1104.932741,3.083093518,1240.978594,,1.406474735,43.67813996,4.634745507,84.79597915,75.70377422,49.63282142,29.1473475,,,,,0,,,100,,,,,-32000,4.33363684,,,4.978962132,,11.46012337,198.024,129.168,29392,670,20132,,,4.725031636
2000,YR2000,Ireland,IRL,3805174,1.333042666,70280,,91609811935,24080,100089405585,26300,,76.53658537,1.89,18.5508,,99.6,7.1,,79,,105.12237,1.02796,0.1,6349.500122,,3626.747161,10.83474264,5796.055581,99852958356,9.445750624,6.902780357,2.50479983,31.48837473,94.48951467,80.65050064,24.53393017,32.95175112,,82.0030286,0.6956977421,65.05241861,,128.643159,100,,,,180892623.9,25501012792,,26241.36461,,5.5907173,43,40.6782491,119.257,70.026,327,4,223,155,925,0
2000,YR2000,Isle of Man,IMN,76941,1.229239629,570,,1683518132,21880,,,,,,,60.64187088,71.50205407,,,,,,,,34.60000038,,,,,1563667800,5.338362239,3.267056311,,,,,,,,,,,,,,,,,,,,20322.94615,,,,,,,,,,,,
2000,YR2000,Israel,ISR,6289000,2.642331913,22070,,120517961732,19160,146891357221,23360,,78.95365854,2.95,16.6924,,,6.9,,95,,104.16218,0.99517,0.1,1530,,2899.426618,9.581779456,6323.103832,132243719324,7.719428854,3.337126989,1.279746984,23.22056581,35.59531808,35.69027404,22.82540168,37.42060266,,50.46963314,7.114009583,73.99994955,,52.24444711,100,,,,3255100000,8047500000,,21027.78173,-4712200000,1.050748938,,44.80070326,102.6,54.709,701,9,452,5203,1599,0
2000,YR2000,Italy,ITA,56942108,0.04530363114,301340,,1242434514584,21820,1533082189484,26920,,79.77804878,1.26,6.8174,,99.8,5.6,,74,101.74487,93.05417,0.97619,0.2,83690,45.70119315,3012.195,7.912673166,5299.856479,1141759996315,3.710106587,1.965319917,2.552340849,24.31923631,25.65778639,24.81673229,20.71743579,35.85452134,,67.29639788,1.741059504,74.5182166,,41.97686042,100,,,,1945137504,13172981900,,20051.24215,-6680942868,2.537685321,30,38.6093086,101.334,50.685,2514,19,1858,1396,7877,
2000,YR2000,Jamaica,JAM,2654701,0.83315911,10990,18.7,8578463885,3230,16132454467,6080,,74.142,2.577,87.8926,,95.9,22.3,3.8,88,86.36895,85.28746,1.00904,2.8,3408.999939,,1436.429941,3.88289943,2276.339219,8985352832,0.878703548,10.58708025,6.231900157,22.56354482,38.7900457,50.72296035,23.46333789,26.09765304,,39.51631134,0.4863197613,13.82272429,,51.14991126,100,4827985735,8.212444548,,152000000,419600000,3.27720523,3384.694861,-394000000,8.171083561,0,43.30629919,212.269,124.562,1079,44,968,90,11,0.8947544015
2000,YR2000,Japan,JPN,126843000,0.1672755781,377800,,4595162800787,36230,3452930586529,27220,,81.07609756,1.359,5.1366,55.9,99.8,4.5,,96,,,,0.1,248760,,4083.831697,9.622351624,8299.409506,4887519660745,2.779632825,-1.383685532,1.53599921,32.75825603,10.62448501,9.195167703,27.30713149,11.50442562,,64.59762823,0.9311361557,52.36997183,,17.5704664,100,,,,2530781278,10688168326,,38532.04088,34339324666,-0.6765786836,25,40.35360002,98.25,47.658,3835,100,2057,35342,384201,0
