Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
BS,Bahamas,1994 b,M,  3.98,  18.1,22.0,  5.09,  53.9,2.3,  9.07,43.9,  27.8,14.3,9.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1995 b,M,  3.05,  16.515,18.5,  4.34,  56.88,2.4,  7.39,41.3,,,7.6,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1996,M,  3.145,  16.925,18.6,  3.475,  59.2,3.2,  6.62,47.5,,,5.9,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1997,M,  2.75,  16.62,16.5,  3.7,  60.13,2.7,  6.45,42.6,,,6.2,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1998 b,M,  1.635,  15.9,10.3,  2.87,  62.5,2.2,  4.505,36.3,  27.9,5.9,4.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1999 b,M,  1.72,  16.21,10.6,  2.835,  64.675,2.4,  4.555,37.8,,,4.4,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2001,M,  2.55,  18.155,14.0,  3.14,  65.61,2.9,  5.69,44.8,,,4.8,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2002,M,  2.595,  14.51,17.9,  4.88,  70.185,2.6,  7.475,34.7,,,7.0,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2003,M,  3.41,  16.81,20.3,  5.32,  70.57,2.7,  8.73,39.1,,,7.5,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2004,M,  3.19,  15.98,20.0,  5.305,  73.79,2.8,  8.495,37.6,,,7.2,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2005 b,M,  2.82,  16.7,16.9,  5.525,  73.5,2.2,  8.345,33.8,,,7.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2006,M,  2.29,,,  3.965,,,  6.255,36.6,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: May
BS,Bahamas,2007,M,  2.94,  17.6,16.7,  3.47,  77.7,3.7,  6.41,45.9,,,4.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BH,Bahrain,1991,M,  5.933,  26.5,22.4,  3.77,  160.4,9.5,  9.703,61.1,  43.6,13.6,2.4,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: November
BH,Bahrain,2001,M,  5.566,  32.3,17.2,  4.387,  209.1,8.2,  9.953,55.9,  58.5,9.5,2.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: April
BH,Bahrain,2004 b,M,  8.221,  31.929,25.7,  5.97,  223.54,9.6,  14.191,57.9,  66.869,12.3,2.7,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: November
BD,Bangladesh,1984,M,  335.0, 9 482.0,3.5,  75.0, 16 478.0,7.8,  410.0,81.7, 15 873.0,2.1,0.5,LABORSTA,HS,C,Youth: 10-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1985,M,  268.0, 10 008.0,2.7,  113.0, 16 804.0,4.0,  381.0,70.3, 16 658.0,1.6,0.7,LABORSTA,HS,C,Youth: 10-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1986 b,M,  137.0, 7 850.0,1.7,  58.0, 17 645.0,5.3,  195.0,70.3, 10 377.0,1.3,0.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1989,M,  184.0, 6 640.0,2.8,  81.0, 20 581.0,7.0,  265.0,69.4, 8 751.0,2.1,0.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1996,M,  582.0, 7 285.0,8.0,  265.0, 23 983.0,7.2,  847.0,68.7, 10 114.0,5.8,1.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,2000,M,  828.0, 7 496.0,11.0,  255.0, 25 956.0,11.2, 1 083.0,76.5, 10 516.0,7.9,1.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,2003,M,  602.0, 8 618.0,7.0,  899.0, 27 361.0,2.1, 1 501.0,40.1, 12 324.0,4.9,3.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,2005,M,  687.0, 8 588.0,8.0,  565.0, 28 743.0,4.1, 1 252.0,54.9, 12 096.0,5.7,2.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1980,M,  4.1,,,  1.6,,,  5.7,71.9,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Fourth quarter
BB,Barbados,1981,M,  3.1,,,  1.5,,,  4.6,67.4,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1982,M,  3.9,,,  2.3,,,  6.2,62.9,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1983,M,  4.3,  18.1,23.8,  2.4,  42.9,4.2,  6.7,64.2,  26.2,16.4,5.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1984,M,  4.4,,,  3.5,,,  7.9,55.7,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1985,M,  4.9,,,  3.7,,,  8.6,57.0,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1986,M,  4.1,  15.4,26.6,  3.9,  46.2,3.2,  8.0,51.3,  23.6,17.4,8.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1987,M,  4.5,  16.3,27.6,  3.9,  46.7,3.3,  8.3,54.2,  24.1,18.7,8.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1988,M,  4.0,  16.0,25.0,  3.7,  46.5,3.1,  7.9,50.6,  23.7,16.9,8.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Average of the first three quarters
BB,Barbados,1989,M,  2.9,  15.6,18.6,  3.0,  48.9,3.0,  5.9,49.2,  20.9,13.9,6.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Fourth quarter
BB,Barbados,1990,M,  3.6,  16.5,21.8,  3.0,  47.8,3.5,  6.6,54.5,  24.3,14.8,6.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Average of first and fourth quarters
BB,Barbados,1991,M,  3.8,  12.8,29.7,  4.8,  51.0,3.2,  8.6,44.2,  21.1,18.0,9.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1992,M,  5.2,  14.0,37.1,  8.0,  50.6,2.3,  13.3,39.1,  21.4,24.3,15.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1993 b,M,  5.9,  15.5,38.1,  8.7,  53.1,2.3,  14.6,40.4,,,16.4,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1994 b,M,  5.2,  14.7,35.4,  6.9,  51.1,2.6,  12.1,43.0,  21.4,24.3,13.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1995,M,  4.9,  14.7,33.3,  6.6,  54.5,2.8,  11.5,42.6,  21.6,22.7,12.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1996,M,  3.4,  13.8,24.6,  4.6,  54.5,2.9,  8.0,42.5,  20.2,16.8,8.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1997,M,  3.6,  13.9,25.9,  4.5,  57.1,3.3,  8.1,44.4,  21.1,17.1,7.9,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1998 b,M,  2.5,  12.3,20.3,  3.5,  57.7,3.4,  5.9,42.4,  18.9,13.2,6.1,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1999,M,  2.3,  12.8,18.0,  3.2,  58.2,3.3,  5.5,41.8,  19.4,11.9,5.5,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2000,M,  2.443,  13.886,17.6,  3.036,  59.576,3.5,  5.5,44.4,,,5.1,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2001,M,  2.51,  12.152,20.7,  3.499,  62.865,3.7,  6.0,41.8,  19.464,12.9,5.6,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2002,M,  2.6,  12.218,21.3,  3.8,  61.9,3.5,  6.4,40.6,  19.603,13.3,6.1,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2003 b,M,  2.7,  11.2,24.1,  4.4,  63.3,3.5,  7.1,38.0,  18.7,14.4,7.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BE,Belgium,1983,M,  69.0,  357.1,19.3,  128.088, 2 083.361,3.1,  197.088,35.0,  776.7,8.9,6.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1984,M,  69.5,  339.4,20.5,  127.13, 2 111.498,3.4,  196.63,35.3,  777.1,8.9,6.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1985,M,  57.6,  325.9,17.7,  123.535, 2 135.592,3.1,  181.135,31.8,  754.5,7.6,5.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1986,M,  50.7,  326.7,15.5,  123.993, 2 120.274,2.7,  174.693,29.0,  744.7,6.8,5.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1987,M,  46.2,  314.7,14.7,  129.211, 2 092.331,2.4,  175.411,26.3,  735.1,6.3,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1988,M,  36.3,  279.8,13.0,  128.792, 2 096.752,2.1,  165.092,22.0,  725.9,5.0,6.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1989,M,  30.9,  271.1,11.4,  96.027, 2 122.015,2.5,  126.927,24.3,  709.5,4.4,4.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1990,M,  25.6,  253.5,10.1,  82.568, 2 121.852,2.6,  108.168,23.7,  684.7,3.7,3.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1991,M,  27.8,  251.9,11.0,  81.446, 2 147.76,2.9,  109.246,25.4,  670.3,4.1,3.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1992 b,M,  27.4,  242.3,11.3,  87.654, 2 159.023,2.8,  115.054,23.8,  659.9,4.2,4.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Survey limitation: Definition of unemployment revised."
BE,Belgium,1993,M,  41.0,  235.7,17.4,  106.538, 2 159.969,3.5,  147.538,27.8,  652.6,6.3,4.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1994,M,  51.068,  248.557,20.5,  136.802, 2 191.905,3.3,  187.87,27.2,  665.786,7.7,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1995,M,  46.817,  238.062,19.7,  132.525, 2 215.206,3.3,  179.341,26.1,  661.329,7.1,6.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1996,M,  40.023,  231.66,17.3,  141.421, 2 218.214,2.7,  181.444,22.1,  651.623,6.1,6.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1997,M,  39.385,  223.535,17.6,  134.312, 2 226.662,2.9,  173.696,22.7,  645.036,6.1,6.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1998,M,  41.681,  228.145,18.3,  144.543, 2 228.152,2.8,  186.224,22.4,  638.171,6.5,6.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1999 b,M,  51.121,  225.34,22.7,  135.083, 2 266.567,3.8,  186.205,27.5,  634.126,8.1,6.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Continuous survey introduced."
BE,Belgium,2000,M,  31.481,  244.59,12.9,  101.759, 2 266.526,2.9,  133.241,23.6,  631.656,5.0,4.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2001,M,  33.565,  234.374,14.3,  105.909, 2 243.276,3.0,  139.474,24.1,  630.757,5.3,4.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2002,M,  42.432,  245.982,17.2,  124.701, 2 260.326,3.1,  167.133,25.4,  632.79,6.7,5.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2003,M,  54.174,  244.139,22.2,  137.742, 2 264.72,3.6,  191.916,28.2,  635.152,8.5,6.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2004,M,  48.557,  240.962,20.2,  142.385, 2 304.133,3.3,  190.943,25.4,  639.87,7.6,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2005,M,  50.667,  241.277,21.0,  145.564, 2 341.825,3.4,  196.232,25.8,  641.137,7.9,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2006,M,  45.37,  241.293,18.8,  145.652, 2 341.369,3.0,  191.022,23.8,  645.449,7.0,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2007,M,  40.185,  234.953,17.1,  134.227, 2 383.16,3.0,  174.412,23.0,  650.56,6.2,5.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2008,M,  40.977,  236.229,17.3,  129.184, 2 394.644,3.2,  170.162,24.1,  656.806,6.2,5.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2009,M,  49.631,  230.977,21.5,  154.308, 2 402.292,3.3,  203.938,24.3,  661.903,7.5,6.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2010,M,  52.544,  234.299,22.4,  164.296, 2 440.325,3.3,  216.84,24.2,  665.913,7.9,6.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BZ,Belize,1991,M,  0.925,  12.966,7.1,  0.898,  29.34,2.3,  1.823,50.7,  18.5,5.0,3.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BZ,Belize,1993 b,M,  1.895,,,  1.635,,,  3.53,53.7,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1994,M,  2.235,,,  2.015,  34.3,,  4.25,52.6,,,5.9,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1995 b,M,  2.71,  14.22,19.1,  2.11,  34.25,3.1,  4.83,56.1,,,6.2,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1996,M,  3.28,  14.99,21.9,  2.77,  37.08,2.9,  6.06,54.1,,,7.5,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1997 b,M,  2.75,  15.99,17.2,  2.03,  38.03,3.2,  4.79,57.4,,,5.3,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1998,M,  3.1,  16.39,18.9,  2.84,  39.53,2.6,  5.94,52.2,,,7.2,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1999,M,  2.53,  16.43,15.4,  2.77,  42.55,2.4,  5.31,47.6,,,6.5,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,2005 b,M,  2.448,  17.752,13.8,  2.69,  51.686,2.6,  5.138,47.6,  28.885,8.5,5.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BJ,Benin,1992,M,  7.357,  299.7,2.5,  15.516,  735.8,1.2,  22.873,32.2,  379.3,1.9,2.1,LABORSTA,PC,C,Youth: 15-24; Adult: 25+,Reference period: February
BJ,Benin,2002 b,M,  3.491,  325.2,1.1,  8.729,  986.8,1.2,  12.22,28.6,  565.5,0.6,0.9,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: February
BM,Bermuda,1991,M,  0.417,,,  0.977,  16.2,,  1.394,29.9,,,6.0,LABORSTA,PC,T,Youth: 16-24; Adult: 25+,Reference period: May
BM,Bermuda,2000 b,M,  0.229,  1.6,14.3,  0.365,  17.3,6.8,  0.594,38.6,  3.4,6.7,2.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BT,Bhutan,2005,M,  2.3,  41.734,5.5,  2.6,  121.106,2.6,  4.9,46.9,  77.758,3.0,2.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BT,Bhutan,2006 b,M,  1.8,  19.6,9.2,  1.6,  109.5,6.3,  3.4,52.9,  48.2,3.7,1.5,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: September to October
BT,Bhutan,2009,M,  3.2,  30.0,10.7,  1.2,  136.8,12.2,  4.4,72.7,  70.0,4.6,0.9,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: March to May
BO,Bolivia,1994,M,  9.87,,,  12.93,,,  22.8,43.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Main towns"
BO,Bolivia,1995,M,  8.88,  170.4,5.2,  15.09,  538.2,1.9,  23.97,37.0,  332.0,2.7,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Main towns"
BO,Bolivia,1996 b,M,  11.65,,,  25.16,,,  36.81,31.6,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,1997,M,  13.62,,,  26.53,,,  40.15,33.9,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,1999,M,  33.8,,,  36.25,,,  70.05,48.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,2000,M,  32.28,  460.3,7.0,  38.69, 1 524.1,2.8,  70.97,45.5,  765.5,4.2,2.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,2001 b,M,  39.519,  521.664,7.6,  54.08, 1 504.308,2.1,  93.599,42.2,,,3.6,SIAL,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Survey limitation: Data are derived from micro-sources."
BO,Bolivia,2002,M,  37.575,  516.952,7.3,  50.864, 1 564.546,2.2,  88.439,42.5,,,3.3,SIAL,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Survey limitation: Data are derived from micro-sources."
BA,Bosnia and Herzegovina,2006,M,  61.0,  101.0,60.4,  154.0,  624.0,2.4,  214.0,28.5,  254.0,24.0,24.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
BA,Bosnia and Herzegovina,2007,M,  56.0,  101.0,55.4,  146.0,  641.0,2.4,  202.0,27.7,  248.0,22.6,22.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
BA,Bosnia and Herzegovina,2008,M,  42.0,  94.0,44.7,  113.0,  616.0,2.4,  155.0,27.1,  236.0,17.8,18.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
BW,Botswana,1985,M,  13.304,  46.9,28.4,  19.434,  119.3,1.7,  32.738,40.6,  72.2,18.4,16.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,1991 b,M,  14.559,  72.2,20.2,  16.303,  192.0,2.4,  30.862,47.2,  127.4,11.4,8.5,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: August
BW,Botswana,1994 b,M,  24.624,  66.232,37.2,  24.871,  184.395,2.8,  49.495,49.8,  129.524,19.0,13.5,NSO,IES,T,Youth: 15-24; Adult: 25+,"Reference period: November of the preceding year to January of the following year
Coverage limitation: Excluding resident foreign diplomats and regular military living in barracks"
BW,Botswana,1996 b,M,  17.327,  51.7,33.5,  27.995,  180.6,2.2,  45.322,38.2,  139.0,12.5,15.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,1998,M,  10.221,  75.9,13.5,  46.051,  226.5,0.7,  56.272,18.2,  167.2,6.1,20.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,2000,M,  9.396,  71.0,13.2,  36.887,  242.5,0.9,  46.283,20.3,  170.0,5.5,15.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,2006,M,  21.445,,,  29.385,,,  50.83,42.2,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BR,Brazil,1981,M,  766.0,,,  509.0,,, 1 275.0,60.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1982,M, 1 095.0,,,  495.0,,, 1 590.0,68.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1983,M,  868.0,,,  708.0,,, 1 576.0,55.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1984,M,  794.0,,,  574.0,,, 1 368.0,58.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1985,M,  641.0, 10 675.6,6.0,  459.0, 23 979.699,3.1, 1 100.0,58.3, 12 970.9,4.9,1.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1986,M,  459.0, 10 998.3,4.2,  331.0, 24 615.0,3.1,  790.0,58.1, 13 347.5,3.4,1.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1987,M,  688.0, 11 065.0,6.2,  544.0, 25 789.199,2.9, 1 232.0,55.8, 13 317.9,5.2,2.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1988,M,  730.0, 11 065.8,6.6,  602.0, 26 538.301,2.9, 1 332.0,54.8, 13 476.1,5.4,2.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1989,M,  605.0, 11 227.0,5.4,  552.0, 27 188.1,2.7, 1 157.0,52.3, 13 651.4,4.4,2.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1990,M,  762.0, 11 323.3,6.7,  751.0, 28 204.9,2.5, 1 513.0,50.4, 13 950.0,5.5,2.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1992 b,M, 1 117.0, 11 280.1,9.9, 1 037.0, 28 566.699,2.7, 2 154.0,51.9, 13 804.2,8.1,3.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá
Survey limitation: Methodology revised; data not strictly comparable."
BR,Brazil,1993,M, 1 101.0, 11 257.1,9.8,  985.0, 29 133.301,2.9, 2 086.0,52.8, 13 934.9,7.9,3.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1995,M, 1 093.0, 11 322.5,9.7, 1 040.0, 30 511.699,2.8, 2 133.0,51.2, 14 424.1,7.6,3.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1996,M, 1 163.0, 11 248.2,10.3, 1 147.0, 30 547.1,2.8, 2 310.0,50.3, 14 990.8,7.8,3.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1997,M, 1 344.0, 11 361.2,11.8, 1 319.0, 31 540.5,2.8, 2 663.0,50.5, 14 980.7,9.0,4.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1998,M, 1 610.0, 11 633.8,13.8, 1 497.0, 32 112.4,3.0, 3 107.0,51.8, 15 484.6,10.4,4.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1999,M, 1 772.0, 11 748.1,15.1, 1 726.0, 32 870.199,2.9, 3 498.0,50.7, 15 711.7,11.3,5.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,2000 b,M, 2 614.809, 12 263.0,21.3, 2 796.321, 33 236.199,2.5, 5 411.13,48.3, 17 076.5,15.3,8.4,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: August
